round,district,selected,Topic_0,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6
3,,False,0.489365,0.011007349,0.011028143,0.011019789,0.0110433195,0.011034517,0.45550188
1,Östersundom,False,0.50246227,0.2767504,0.0036834397,0.003667972,0.20607404,0.0036767689,0.0036851189
2,Herttoniemi,False,0.39021453,0.002519739,0.354016,0.002518979,0.0025192488,0.2456979,0.0025136163
3,,True,0.64998794,0.0068433085,0.0068349973,0.31581196,0.0068322155,0.006842182,0.006847382
1,,False,0.0030503275,0.0030546195,0.7975864,0.0030450232,0.0030531771,0.0030523047,0.18715821
2,Puistola,False,0.005514329,0.005515408,0.0055067902,0.34477758,0.0055268244,0.6276268,0.0055323276
3,,True,0.01437843,0.014371959,0.014309008,0.014320837,0.014326784,0.014341522,0.9139514
3,Malmi,False,0.33438805,0.13842374,0.0046236077,0.004613451,0.004615822,0.0046291845,0.50870615
1,Kampinmalmi,False,0.0022755214,0.0022720734,0.09516233,0.051228173,0.0022735086,0.34761935,0.49916902
2,Vironniemi,False,0.0065257098,0.0065211877,0.43919587,0.2958993,0.23882322,0.0065269074,0.0065077594
3,,False,0.5979176,0.35733068,0.008950806,0.008954759,0.008958307,0.008937775,0.008950035
1,Kampinmalmi,False,0.0031832883,0.0031870545,0.0031930972,0.0031844145,0.003185833,0.16410378,0.81996256
3,,False,0.25888753,0.011975538,0.011919865,0.0119256135,0.17972733,0.011930979,0.51363313
1,Herttoniemi,False,0.16311437,0.0026612475,0.0026576046,0.055791363,0.0026596503,0.77045697,0.0026587732
2,Vironniemi,False,0.0029263739,0.72146773,0.0029293103,0.0029194725,0.00292445,0.11248332,0.15434937
3,Myllypuro,False,0.46629226,0.020446254,0.020470748,0.02047493,0.020542076,0.19441168,0.25736204
1,Herttoniemi,False,0.0029895054,0.2546524,0.07506165,0.0029883543,0.4558787,0.20544027,0.002989127
1,Maunula,False,0.08351645,0.0023866245,0.30370325,0.0023887893,0.0023887015,0.34481603,0.26080018
3,Vuosaari,False,0.18298289,0.020432878,0.020455495,0.020453805,0.5439052,0.020433385,0.19133632
1,Kampinmalmi,False,0.0029929923,0.08421685,0.74335,0.072130606,0.002983318,0.091340385,0.0029858043
2,Herttoniemi,False,0.74308085,0.0037731826,0.0037767591,0.0037703582,0.23806162,0.003769693,0.00376756
3,Vallila,False,0.57106483,0.071465135,0.071465105,0.07146521,0.0714651,0.07146512,0.07160952
1,Kampinmalmi,False,0.0079529695,0.95222336,0.007949954,0.008010943,0.007971772,0.007940247,0.007950786
2,Vironniemi,False,0.0053132293,0.005309667,0.21928898,0.005304308,0.6089019,0.15056427,0.005317653
3,Vallila,False,0.57121515,0.07143264,0.07143264,0.07143265,0.07143264,0.07143264,0.071621634
1,Östersundom,False,0.009560699,0.009542399,0.00955191,0.009529517,0.94264716,0.009583199,0.009585094
2,Vironniemi,False,0.041511446,0.0020472715,0.89784545,0.0020467676,0.0020509472,0.052451268,0.0020468219
3,,False,0.010260049,0.010220124,0.010222393,0.010215687,0.010242987,0.010219699,0.9386191
1,,False,0.0024768375,0.26271835,0.69805247,0.0024681182,0.0024705383,0.02934054,0.0024731115
3,Oulunkylä,False,0.0040936135,0.004086729,0.004088218,0.004091913,0.9186785,0.004084579,0.060876425
1,Pasila,False,0.0020531642,0.0020528908,0.0020476282,0.0020464547,0.6153973,0.37435538,0.002047216
2,Kampinmalmi,False,0.27391297,0.002348644,0.479373,0.0023498223,0.002353561,0.13343218,0.106229804
3,Mellunkylä,False,0.21389715,0.0043361722,0.004341021,0.004360567,0.57644725,0.004346117,0.1922717
1,Munkkiniemi,False,0.003411037,0.06566067,0.07127017,0.0034143212,0.54220283,0.0034078797,0.31063312
2,Vironniemi,False,0.0062363585,0.0062383795,0.47660097,0.006221938,0.49221036,0.00624251,0.0062494483
1,Kampinmalmi,False,0.0028061557,0.002806842,0.98314524,0.002803888,0.0028062297,0.0028228501,0.0028088193
2,Vironniemi,False,0.010234699,0.48351455,0.3840166,0.010248763,0.01021724,0.010211807,0.09155635
3,Vanhakaupunki,False,0.009578674,0.009583613,0.009557162,0.009588307,0.59387815,0.35825017,0.009563926
1,Kampinmalmi,False,0.0025200741,0.0025204658,0.0025202297,0.0025211687,0.3601379,0.627263,0.0025171563
2,Herttoniemi,False,0.0034203103,0.0034225837,0.0034253122,0.0034100767,0.47252116,0.0034151257,0.51038545
3,Kallio,False,0.013023125,0.01299716,0.013009448,0.013023849,0.92193365,0.013000407,0.013012353
1,Reijola,False,0.006504989,0.006514953,0.006510927,0.006511425,0.8651218,0.0065043233,0.102331564
2,Reijola,False,0.014305548,0.20425647,0.014359883,0.014324469,0.014344851,0.7240938,0.014314976
3,Vallila,False,0.008434793,0.008427051,0.008428816,0.008414179,0.9494619,0.008413916,0.008419361
1,Malmi,False,0.002812859,0.0028159474,0.5653382,0.0028071103,0.002817689,0.4205922,0.002816046
1,Herttoniemi,True,0.00716745,0.29089627,0.0072056507,0.007175103,0.6731784,0.0071701133,0.00720708
3,Munkkiniemi,False,0.83220494,0.007161093,0.007160013,0.007155499,0.13199349,0.00715179,0.0071731796
2,Reijola,False,0.002239568,0.0022430161,0.0022423055,0.002240517,0.9865511,0.0022439652,0.0022395388
3,,True,0.89238095,0.01786336,0.017887559,0.017873658,0.018122759,0.017871834,0.01799991
1,Kampinmalmi,False,0.0038804258,0.0038812545,0.9767421,0.0038693799,0.0038849397,0.0038719657,0.0038699387
3,Vallila,False,0.017909605,0.017908065,0.6556247,0.25476378,0.017917313,0.017930038,0.017946498
1,Herttoniemi,False,0.037236672,0.002654091,0.0026588892,0.093947016,0.0026537043,0.32669225,0.5341574
2,Laajasalo,False,0.0037808397,0.97735417,0.0037699204,0.0037719638,0.003776829,0.0037724914,0.0037737524
1,Kampinmalmi,False,0.0024286692,0.002426171,0.534661,0.0024256094,0.002426858,0.16736518,0.28826654
2,Vironniemi,False,0.0044827573,0.0044793533,0.59266067,0.004484859,0.38493186,0.004476394,0.004484065
3,Munkkiniemi,True,0.9722726,0.004618401,0.004620773,0.0046151974,0.00462775,0.0046245055,0.0046207868
1,,False,0.04343292,0.002862167,0.3654202,0.0028625953,0.0028613615,0.42397806,0.15858266
3,,False,0.007948241,0.007965455,0.0079454295,0.4466659,0.5135852,0.007941706,0.007948067
1,,False,0.00367877,0.0036860518,0.23164119,0.003682952,0.0036868022,0.26945412,0.48417014
3,Vallila,False,0.7195246,0.0036810716,0.049174193,0.003674775,0.0036755651,0.0036757134,0.2165941
1,Kampinmalmi,False,0.0034956182,0.22289681,0.0034907614,0.0034983396,0.75963753,0.0034892436,0.0034916552
2,Kampinmalmi,False,0.4807123,0.366891,0.0030525515,0.003053732,0.0030518663,0.1401916,0.0030469445
3,Kaarela,False,0.9547892,0.007535586,0.0075314604,0.0075276145,0.007537389,0.007527,0.007551754
1,Vartiokylä,False,0.0030504223,0.38418025,0.38207546,0.0030448819,0.00304953,0.22155266,0.0030467696
2,Herttoniemi,False,0.20759033,0.22708642,0.002874147,0.028184528,0.0028677406,0.25068104,0.28071582
1,,False,0.005311452,0.75193727,0.22153531,0.0052966736,0.005310314,0.0053069885,0.0053019975
2,Suutarila,False,0.0049657957,0.004943071,0.004939032,0.0049326573,0.22124068,0.0049348716,0.7540439
3,,False,0.35827625,0.011959237,0.011922894,0.011932988,0.58203167,0.011925674,0.011951293
1,Kampinmalmi,False,0.003985803,0.3233597,0.0039786403,0.0039761257,0.6567469,0.003974934,0.0039779227
2,Mellunkylä,False,0.0075463788,0.007581323,0.0075566852,0.2981743,0.007556378,0.6640509,0.0075340453
3,,False,0.3901403,0.004218607,0.0042214664,0.074244514,0.004222892,0.39713296,0.12581925
1,Laajasalo,False,0.0025174557,0.00252307,0.0025202709,0.6757302,0.0025143577,0.31168154,0.002513064
2,Tuomarinkylä,False,0.005311863,0.0053131646,0.005309297,0.0053012585,0.968155,0.005301603,0.0053077787
3,Suutarila,True,0.5541156,0.0049538203,0.0049774023,0.004939766,0.42108354,0.004950779,0.0049791248
3,Lauttasaari,False,0.011029729,0.2900956,0.011021842,0.011036737,0.6547661,0.011037152,0.011012875
1,Vuosaari,False,0.020522341,0.020467853,0.020430408,0.020430394,0.020419547,0.020419316,0.8773101
3,Pitäjänmäki,False,0.004498557,0.0044785123,0.004472713,0.20170003,0.52817917,0.0044736047,0.2521974
1,Vartiokylä,False,0.14852135,0.14408219,0.12057851,0.0023566156,0.38842514,0.07830616,0.117730014
3,Kampinmalmi,True,0.005975607,0.005971146,0.0059922566,0.005978694,0.9641345,0.0059741614,0.005973663
1,Vironniemi,False,0.007959252,0.7038132,0.007977729,0.16678752,0.007977214,0.09752289,0.007962191
2,Maunula,False,0.18227537,0.0022055958,0.2617394,0.03998162,0.0022076077,0.12381491,0.3877755
3,,False,0.5058895,0.17799059,0.004652784,0.004612566,0.0046187355,0.0046359925,0.29759982
1,Latokartano,False,0.004475371,0.0044896626,0.0044997646,0.004480771,0.9731009,0.0044788765,0.0044746986
2,Lauttasaari,False,0.0025191307,0.40611848,0.17481622,0.00251957,0.13202134,0.27949017,0.0025150706
3,Oulunkylä,True,0.3287253,0.0044753295,0.004483125,0.004472945,0.0044843373,0.0044874623,0.6488715
1,,False,0.010211345,0.010220036,0.8489163,0.01022617,0.0102237705,0.09997014,0.010232299
2,Vironniemi,False,0.21629263,0.0031166123,0.10871378,0.003115017,0.6625211,0.0031266557,0.003114128
3,Kaarela,False,0.0047743213,0.0047726897,0.004785156,0.004777009,0.82840973,0.004787164,0.14769398
1,Kampinmalmi,False,0.0042113587,0.0042233528,0.004208505,0.004207997,0.97473156,0.0042071724,0.004210002
2,Mellunkylä,False,0.0053089974,0.0053071957,0.0053317365,0.005310602,0.0053063687,0.46202603,0.51140904
3,,False,0.6804079,0.008435848,0.008430105,0.008411037,0.008446151,0.008441087,0.27742788
1,Ullanlinna,False,0.0071848854,0.0071947887,0.007168994,0.0071502775,0.35970104,0.0071708513,0.6044292
2,Vartiokylä,False,0.6606195,0.01022767,0.010266704,0.010223631,0.010235677,0.28816617,0.010260685
3,Oulunkylä,False,0.87703764,0.020448424,0.020475807,0.020488853,0.020601751,0.020512888,0.02043463
1,Herttoniemi,False,0.34557113,0.0025632756,0.14348173,0.0025584744,0.08578108,0.00256044,0.41748387
1,Kaarela,False,0.011029854,0.39680624,0.011030117,0.54800576,0.011046496,0.011022676,0.011058849
2,Puistola,False,0.004784218,0.0047765207,0.0047800406,0.004780038,0.971297,0.0047794324,0.0048027104
3,Suutarila,True,0.028598247,0.3334707,0.028618075,0.028574299,0.028622381,0.028633432,0.5234829
1,Vuosaari,False,0.003492021,0.0035004346,0.0034893428,0.003489174,0.9790498,0.0034884142,0.0034908738
2,Vuosaari,False,0.28039607,0.48789713,0.072138764,0.0059641497,0.005977744,0.005998893,0.14162728
3,Pasila,False,0.6504542,0.0119627565,0.012073887,0.011979256,0.012028241,0.012009162,0.28949252
1,Vartiokylä,False,0.30426535,0.2072226,0.014308018,0.014309357,0.43126848,0.014305071,0.014321145
3,Vartiokylä,False,0.006249443,0.006235901,0.0062463065,0.0062998557,0.57493734,0.0062374766,0.39379364
1,Östersundom,False,0.26690316,0.0034101675,0.0034139834,0.0034140325,0.0034172519,0.074446805,0.6449946
2,Ullanlinna,False,0.002206776,0.4018236,0.58714354,0.0022042447,0.0022124029,0.0022039877,0.0022054033
3,Maunula,True,0.7692795,0.013014092,0.013043643,0.01299421,0.013013508,0.013023201,0.1656319
1,Vironniemi,False,0.24434671,0.5381583,0.0062342403,0.19258083,0.0062326323,0.006221076,0.0062261657
2,Pitäjänmäki,False,0.32364416,0.07926198,0.23393942,0.002046218,0.35700187,0.0020529805,0.002053376
3,Kallio,False,0.009575292,0.00955165,0.009576816,0.009560832,0.0095665585,0.31955254,0.6326163
1,Pitäjänmäki,False,0.15193528,0.0043458166,0.0043389755,0.0043411474,0.82634646,0.004338885,0.004353474
2,Vironniemi,False,0.0031822603,0.24749488,0.7365673,0.0031930485,0.0031880543,0.0031865654,0.003187896
3,Suutarila,False,0.00478321,0.004782081,0.46421283,0.0047683716,0.51189935,0.004775508,0.004778654
1,,False,0.00653121,0.006531731,0.006510117,0.0065079536,0.96089906,0.006506567,0.006513341
2,Puistola,False,0.3084411,0.0065030577,0.006506788,0.0065187705,0.10664858,0.006504566,0.55887717
3,,False,0.13949418,0.4747214,0.007547993,0.35559106,0.007561375,0.00754282,0.007541159
1,Kulosaari,False,0.26820987,0.0026053013,0.4232077,0.0026064168,0.06331232,0.1471212,0.09293719
2,Malmi,False,0.004644022,0.0046239877,0.004633779,0.004617646,0.37685108,0.0046188915,0.60001063
3,,False,0.27312732,0.06711102,0.08477035,0.0057247835,0.55781525,0.0057230555,0.005728225
1,Latokartano,False,0.0022775796,0.0022726778,0.00227657,0.00227437,0.0022737936,0.5375387,0.45108628
2,Tuomarinkylä,False,0.19292597,0.0059632976,0.22934435,0.0059626624,0.0059628086,0.5538707,0.0059702382
3,,False,0.711553,0.22871806,0.011924016,0.011914234,0.011954909,0.011977174,0.011958674
1,Kampinmalmi,False,0.013030575,0.01300088,0.48584116,0.012998755,0.013004569,0.44911292,0.013011096
2,Vanhakaupunki,False,0.011954132,0.011932721,0.20158233,0.011988316,0.01193962,0.49645442,0.25414848
3,Jakomäki,False,0.0042219656,0.004211261,0.084791794,0.18855414,0.36098936,0.12770347,0.229528
2,Pukinmäki,False,0.00652177,0.0065087266,0.0065209414,0.0065043997,0.73503417,0.23240016,0.006509847
1,Kampinmalmi,False,0.009537492,0.009536422,0.942705,0.009554815,0.009543833,0.00956991,0.0095525505
2,Maunula,False,0.6266431,0.0038741897,0.0038701221,0.0038655458,0.35399738,0.0038736693,0.003875972
3,Vuosaari,False,0.013023864,0.013020034,0.013005801,0.013035635,0.9219077,0.0129977595,0.013009133
1,Vartiokylä,False,0.0027022285,0.00269864,0.0027022313,0.0026974666,0.0026998478,0.9837891,0.0027104954
2,Puistola,False,0.055342495,0.0019979146,0.0019981037,0.0019934422,0.7183087,0.05323486,0.16712451
3,Vanhakaupunki,False,0.007564542,0.47695562,0.12923612,0.007553272,0.36360618,0.0075369207,0.007547317
2,Ullanlinna,False,0.49696335,0.005979122,0.005974511,0.005994987,0.00599053,0.47312224,0.005975246
3,Ullanlinna,False,0.6424403,0.32768837,0.005992067,0.0059621604,0.005972776,0.005969142,0.0059751337
1,,False,0.005512705,0.14027254,0.18132266,0.0055052564,0.005509536,0.34497622,0.31690103
2,Vironniemi,False,0.002607613,0.0026054152,0.35892949,0.0026057195,0.15889029,0.21929626,0.2550652
1,Vironniemi,False,0.9846296,0.0025635024,0.0025595885,0.0025604996,0.002557689,0.0025610807,0.00256807
2,Puistola,False,0.005516491,0.07751141,0.24239211,0.0055049527,0.65805644,0.0055119605,0.0055066464
3,Maunula,False,0.00622665,0.709761,0.006224615,0.0062296833,0.006222693,0.006222429,0.2591129
1,Vartiokylä,False,0.00305107,0.0030498519,0.0030516267,0.20570503,0.7790453,0.0030467983,0.0030503182
2,Vironniemi,True,0.0030564773,0.12903492,0.3303825,0.0030639267,0.528356,0.0030585553,0.0030475908
1,Kampinmalmi,False,0.005728675,0.27952445,0.29300326,0.005733142,0.0057375883,0.40451813,0.0057547195
2,Vartiokylä,False,0.014323471,0.014320231,0.014300942,0.014329677,0.40530428,0.014366216,0.5230552
3,Munkkiniemi,True,0.23325853,0.0046230257,0.12977934,0.0046166535,0.004630958,0.0046248087,0.6184667
1,Laajasalo,False,0.0024302935,0.5162298,0.06130538,0.044006232,0.0024307028,0.13005118,0.24354637
2,Vartiokylä,True,0.008968707,0.008945256,0.008948345,0.3971233,0.55807877,0.008979008,0.00895657
3,,False,0.013034811,0.013104371,0.01302144,0.013056609,0.013025048,0.40707228,0.52768546
1,Vuosaari,True,0.0022049483,0.38004526,0.09822723,0.002205701,0.5129056,0.0022067023,0.0022045448
2,Mellunkylä,False,0.0049412064,0.0049348236,0.3783433,0.34510285,0.0049357736,0.2567985,0.0049435394
1,Kampinmalmi,False,0.0031199509,0.0031128116,0.6539759,0.0031151809,0.14370598,0.1898465,0.0031236992
2,Ullanlinna,False,0.0065186927,0.0065210517,0.8205485,0.0065035266,0.0065156566,0.087708056,0.06568459
3,Tuomarinkylä,False,0.5882413,0.0053009717,0.005302594,0.0052975086,0.07239605,0.005303909,0.3181577
1,Vanhakaupunki,False,0.14990473,0.0026166288,0.2423998,0.002613605,0.002606316,0.27662408,0.3232349
2,Vironniemi,True,0.008414229,0.008421754,0.008416555,0.00843083,0.94949245,0.008410435,0.008413728
1,Alppiharju,False,0.056863565,0.0023196714,0.27456135,0.18046187,0.0023098798,0.48117125,0.0023124127
2,Oulunkylä,False,0.215112,0.0057194806,0.0057260823,0.0057206955,0.0057234834,0.0057346174,0.7562637
3,Oulunkylä,True,0.005981577,0.0059613273,0.005967638,0.00596253,0.005964148,0.0059749205,0.9641879
1,Pitäjänmäki,False,0.22691655,0.003869348,0.75372064,0.0038720819,0.0038686707,0.0038816275,0.0038711384
2,Vuosaari,False,0.14390044,0.29083714,0.0028137828,0.002811245,0.5540158,0.0028117371,0.0028098328
1,Munkkiniemi,False,0.00235337,0.0023502773,0.17475252,0.0023478288,0.4281784,0.185311,0.20470656
2,Vanhakaupunki,False,0.0062463507,0.0062238644,0.006222732,0.0062288973,0.9626286,0.0062240115,0.0062255226
3,,False,0.11498556,0.0049454696,0.004947737,0.00493484,0.0049490756,0.7275204,0.13771695
1,Mellunkylä,False,0.1700886,0.008412644,0.008437647,0.14981157,0.008429712,0.008433208,0.6463867
2,Pitäjänmäki,False,0.73386884,0.0205097,0.020421768,0.16380632,0.02048302,0.020466372,0.020443976
3,,False,0.0110506425,0.011011248,0.6400695,0.011006757,0.3048,0.011025816,0.011036088
3,Malmi,False,0.004777295,0.0047732717,0.9713548,0.004768971,0.004775107,0.004775546,0.0047750073
1,Kampinmalmi,False,0.004635615,0.004636686,0.5793028,0.004627015,0.004634056,0.3975323,0.0046315524
3,Malmi,False,0.4511903,0.0051317904,0.0051333597,0.00513711,0.27714348,0.103569634,0.1526943
1,Kampinmalmi,False,0.007948946,0.007991056,0.007964701,0.007956944,0.64751315,0.31268048,0.007944682
2,Vironniemi,False,0.009530696,0.009540945,0.39446563,0.009537054,0.009531075,0.5578438,0.009550815
3,,False,0.009584747,0.37930357,0.009544236,0.009561238,0.00956846,0.5728783,0.009559443
1,Pitäjänmäki,False,0.25605986,0.003767319,0.72508967,0.0037700664,0.0037667004,0.0037775962,0.003768778
3,Puistola,False,0.12887882,0.007534839,0.34577668,0.00753645,0.49516317,0.007556433,0.007553649
1,Vallila,False,0.0026190656,0.0026112793,0.14111458,0.0026297965,0.0026034163,0.597777,0.25064483
3,Haaga,True,0.34856296,0.005738079,0.005739362,0.005731005,0.0057278583,0.0057425187,0.62275815
1,Suutarila,False,0.118785925,0.361264,0.008975635,0.4840933,0.008967723,0.008962057,0.008951364
3,,False,0.028591331,0.028630055,0.27799046,0.028585881,0.5790308,0.028592657,0.028578844
1,Puistola,False,0.03580826,0.03573707,0.035737053,0.035737112,0.30753544,0.035752624,0.51369244
2,Vironniemi,False,0.0031134782,0.003117871,0.630701,0.0031227726,0.0031129424,0.003120876,0.3537111
1,,False,0.005114303,0.005122135,0.67744756,0.005111951,0.005114237,0.0051203263,0.29696953
3,,False,0.0068177255,0.3997483,0.006820966,0.00684054,0.51070654,0.006822695,0.062243264
1,Kampinmalmi,False,0.0022395703,0.0022481247,0.63362634,0.0022414257,0.002241547,0.0022445424,0.35515842
3,,False,0.008935833,0.008940654,0.008959663,0.9462842,0.008960909,0.008968754,0.008949977
1,Vartiokylä,False,0.0042211735,0.0042211716,0.0042369845,0.0042166044,0.9746701,0.0042231064,0.0042108437
3,Malmi,False,0.005971847,0.0059920675,0.14387944,0.0059646126,0.005989164,0.71460843,0.11759444
1,Pitäjänmäki,False,0.257072,0.004211155,0.72186494,0.004209255,0.0042099995,0.0042203674,0.0042123357
2,Malmi,False,0.39892545,0.005118653,0.08185257,0.005116319,0.0051227105,0.005117012,0.4987473
3,,False,0.30258143,0.39810592,0.00798248,0.007974256,0.26743725,0.00794722,0.007971469
1,Mellunkylä,False,0.0043431683,0.0043470203,0.09920572,0.0043438687,0.083912015,0.06625769,0.73759055
3,Latokartano,False,0.19832593,0.0044731167,0.18845038,0.0044742846,0.004478964,0.1895792,0.41021812
1,Malmi,False,0.5124975,0.11958851,0.008936738,0.008942318,0.0089748725,0.008948299,0.33211172
3,,False,0.0065299477,0.6950398,0.006523064,0.0065195067,0.0065271924,0.27235207,0.0065084053
1,Kampinmalmi,False,0.0042343987,0.004215069,0.0042284015,0.0042108116,0.674097,0.08450291,0.22451136
3,,False,0.23277423,0.004359965,0.0043487935,0.004338037,0.74548143,0.0043511754,0.0043463106
3,,False,0.18301074,0.004100801,0.0041071875,0.004102775,0.60865706,0.1919297,0.004091768
1,Malmi,False,0.028777692,0.028588919,0.028631018,0.8281609,0.028590932,0.028610481,0.028640062
2,Suutarila,False,0.395561,0.0033301916,0.109417744,0.23127063,0.2537395,0.0033398601,0.003341034
3,Herttoniemi,False,0.005734214,0.0057300287,0.27137104,0.0057242634,0.699974,0.0057373294,0.005729145
1,Kampinmalmi,False,0.0037796537,0.0037692406,0.0037739086,0.0037705381,0.97736734,0.0037678925,0.0037713987
3,,True,0.872029,0.0046220403,0.0046268366,0.004615569,0.0046203057,0.10486073,0.00462552
1,Reijola,False,0.0026066795,0.28153256,0.06667199,0.0026194493,0.60462624,0.0026130592,0.039330013
2,Pukinmäki,False,0.0049356273,0.004937983,0.0049356297,0.004957161,0.9703541,0.004931757,0.0049477736
1,Vuosaari,True,0.0021713735,0.64322495,0.0021724775,0.0021693967,0.3459243,0.0021676205,0.0021699045
2,Latokartano,False,0.0026056978,0.0026032517,0.0026044361,0.0026081346,0.9843557,0.0026051654,0.0026176113
3,Munkkiniemi,False,0.9546872,0.007551336,0.0075376336,0.007553978,0.007591444,0.007544663,0.007533713
1,Malmi,False,0.01592339,0.24198774,0.015892288,0.015994564,0.015910544,0.015918605,0.67837286
2,Laajasalo,False,0.006512826,0.2846379,0.0065476266,0.12805234,0.30666077,0.2610581,0.0065304185
3,Vanhakaupunki,False,0.009554185,0.009557535,0.28968638,0.00956053,0.009536362,0.009561753,0.66254324
1,Mellunkylä,False,0.0055166013,0.0055059446,0.0055137724,0.42856205,0.38043264,0.0055324007,0.1689366
2,Vironniemi,False,0.0028108049,0.0028074011,0.09473769,0.051752962,0.002806521,0.4100076,0.43507704
3,,False,0.014326884,0.014317142,0.014354943,0.19695775,0.014323124,0.73138326,0.014336837
1,Mellunkylä,False,0.008959495,0.008942678,0.00896228,0.008943867,0.008941818,0.008938543,0.9463113
2,Munkkiniemi,False,0.0021409008,0.06868837,0.16039509,0.031462964,0.73303205,0.0021406172,0.0021400643
3,Pitäjänmäki,False,0.7850916,0.035810556,0.035810612,0.035733882,0.03578136,0.03573384,0.036038168
1,Vartiokylä,False,0.58015877,0.0053004613,0.0053085303,0.005308594,0.3933035,0.005320453,0.0052996837
2,Suutarila,False,0.035748705,0.035736676,0.035729066,0.7855311,0.03579618,0.035729244,0.035729054
3,,False,0.0062239254,0.24499936,0.7238102,0.006235667,0.0062333243,0.006236054,0.0062614763
1,Kampinmalmi,True,0.21663888,0.003987992,0.19121125,0.003980148,0.17437823,0.003984512,0.40581903
2,Latokartano,False,0.003048992,0.003047656,0.09152473,0.0030540847,0.8219762,0.074285716,0.0030626277
3,,False,0.78488106,0.035820585,0.035895526,0.035952512,0.03581759,0.035750628,0.035882086
1,Kampinmalmi,False,0.16997768,0.014355611,0.014387861,0.014323889,0.34533983,0.42728934,0.014325751
3,Munkkiniemi,False,0.12262985,0.011957326,0.011934904,0.01191006,0.27144006,0.5582087,0.01191908
1,,False,0.0025171344,0.075626485,0.16478248,0.22678874,0.0025150583,0.52525175,0.00251835
2,Vironniemi,False,0.0025605583,0.0025600065,0.3979002,0.08905468,0.31019202,0.1951713,0.0025612204
3,Vuosaari,False,0.011047176,0.93384653,0.011003737,0.011021686,0.011008625,0.011007739,0.011064516
1,Suutarila,False,0.1173743,0.26978442,0.24293354,0.26952556,0.0038797925,0.09263106,0.0038713217
2,Herttoniemi,True,0.82963556,0.0025624158,0.002563065,0.0025636062,0.0025648046,0.15754984,0.0025606856
3,Kampinmalmi,True,0.005113681,0.28177062,0.15677777,0.10706992,0.43903047,0.0051205363,0.0051170266
1,Kampinmalmi,False,0.002021793,0.0020180086,0.032300197,0.002016989,0.957602,0.0020188468,0.0020221819
2,Herttoniemi,False,0.5316567,0.0035791053,0.0035791544,0.003582312,0.0035904371,0.0035777409,0.4504346
3,Malmi,False,0.18087962,0.54381305,0.006231112,0.0062232823,0.006239393,0.0062297406,0.2503838
1,Vallila,False,0.0071632317,0.0071890466,0.517619,0.0071777627,0.0071982816,0.44646758,0.007185054
2,Herttoniemi,False,0.0028194012,0.17023407,0.002811121,0.0028114854,0.8156969,0.0028151553,0.0028118505
2,Maunula,False,0.0024776293,0.23860149,0.36946467,0.05091849,0.002474593,0.0024711357,0.333592
1,Kampinmalmi,False,0.0024717695,0.002475309,0.23505972,0.0024697862,0.0024713653,0.336752,0.4183
3,Alppiharju,False,0.7905362,0.00682446,0.0068458817,0.006820088,0.17527118,0.00686983,0.0068323426
1,Kampinmalmi,False,0.0130661735,0.013021358,0.0130183,0.013020143,0.47488287,0.013055342,0.4599358
3,Jakomäki,False,0.49317363,0.07128468,0.0029896426,0.0029879967,0.0029839557,0.002989514,0.4235906
1,Haaga,False,0.10785644,0.0038663114,0.0038779383,0.104382575,0.00387519,0.772265,0.0038764991
2,Kallio,True,0.0023504987,0.0023479536,0.002357349,0.00235497,0.71349907,0.27474412,0.0023460528
3,Mellunkylä,False,0.0046312623,0.0046322686,0.0046284413,0.004619303,0.0046349945,0.004626641,0.9722271
1,Kampinmalmi,False,0.6648974,0.011996296,0.01194646,0.27527702,0.011991841,0.011931928,0.011959035
2,Ullanlinna,False,0.0026071216,0.5454152,0.1223199,0.0026113219,0.32182643,0.002605487,0.0026144683
1,Pukinmäki,False,0.13226688,0.12543997,0.09877176,0.003111457,0.40282407,0.2344629,0.0031229246
2,Reijola,False,0.95696265,0.007188988,0.0071748607,0.007160767,0.0071813413,0.007166534,0.0071648997
3,,False,0.006234192,0.0062245186,0.0062373965,0.006236874,0.006229461,0.17877662,0.79006094
1,Kampinmalmi,False,0.11304027,0.64104694,0.23224513,0.0034094218,0.003418958,0.0034243336,0.0034149461
1,Vanhakaupunki,False,0.014321923,0.17154813,0.014343351,0.0143255275,0.014320927,0.75683916,0.014301015
2,Vironniemi,False,0.0035845707,0.0035825768,0.58169,0.09910029,0.30486044,0.0035897098,0.003592457
3,,False,0.01434287,0.13533334,0.014300926,0.01432286,0.7930694,0.014315092,0.0143154645
1,Munkkiniemi,False,0.004346927,0.06965157,0.17822094,0.0043423055,0.0043483786,0.0502878,0.6888021
1,Suutarila,False,0.002239664,0.0022382257,0.37112325,0.00223812,0.0022400988,0.5422748,0.07764585
2,Herttoniemi,False,0.004487648,0.004479106,0.004482061,0.0979278,0.8796765,0.004474223,0.004472669
3,,False,0.007986225,0.1584999,0.007951657,0.29659554,0.5129882,0.007951273,0.00802713
1,Malmi,False,0.0053087296,0.005311939,0.28219613,0.0053003603,0.0053077354,0.15819755,0.5383775
2,Maunula,False,0.007180814,0.2977944,0.0072042034,0.007205046,0.6662832,0.007159979,0.007172302
3,Herttoniemi,False,0.5645206,0.19980249,0.005724642,0.005738113,0.1413748,0.0057230336,0.077116355
1,Kampinmalmi,False,0.006514558,0.0065039964,0.7948078,0.17263703,0.006511523,0.006515611,0.0065094735
