Area,Year,Demographic Diversity Index,Economic Prosperity Index,Socioeconomic Dependency Index,Public Service Accessibility Index
Latokartano,2018,0.5180609652538832,0.4287254610922813,0.4649564676387179,0.7073967798501514
Latokartano,2019,0.5194705530842583,0.42566024939249075,0.4662974458409866,0.7067208154164676
Latokartano,2020,0.5213227372258278,0.3786137010539906,0.4707398163103201,0.7153508241647525
Latokartano,2021,0.5236624432109057,0.4055652064152488,0.4778137363661974,0.7248744231633112
Latokartano,2022,0.5256333653204115,0.41138578989804714,0.47316604017308483,0.7181873356261379
Latokartano,2023,0.5284557718130902,0.4019432436840515,0.47448688654587895,0.7099432045436366
Lauttasaari,2018,0.5114726703150071,0.6309256960263693,0.12301703155560605,0.3699745128668913
Lauttasaari,2019,0.5085197822465992,0.6410617946881051,0.1232143909935376,0.3678423999673029
Lauttasaari,2020,0.5085895293387968,0.6065892784619753,0.12376256453748691,0.36258158085569253
Lauttasaari,2021,0.5084003712874755,0.6449351434002571,0.12881715875880534,0.3638421733505821
Lauttasaari,2022,0.5118279676701641,0.6445422778625591,0.13030042112476742,0.36373923938083497
Lauttasaari,2023,0.5114020152204564,0.6421977228154987,0.13259462190856763,0.36177995739036056
Länsi-Pakila,2018,0.44979556323775194,0.7293240611938842,0.0647512262655168,0.41147845999713756
Länsi-Pakila,2019,0.44700824584428533,0.7287074208657189,0.002830854403837747,0.4102454337899543
Länsi-Pakila,2020,0.44990849983654646,0.6924858542091625,0.009334809779932745,0.4106556206256249
Länsi-Pakila,2021,0.4463267507479411,0.7272830249373023,0.018194146696242003,0.4076279597334468
Länsi-Pakila,2022,0.45001357248774965,0.7325041300267864,0.01834175182048662,0.406475328714831
Länsi-Pakila,2023,0.44961918527595574,0.7309281180134141,0.019295691206668037,0.40125610607117934
Malmi,2018,0.472394738151229,0.4240571499176035,0.41840491232807736,0.9500309512346103
Malmi,2019,0.47868028508793625,0.432842677375495,0.42392467834282227,0.9492800934675785
Malmi,2020,0.47886908093311664,0.384352661607755,0.42745882896385684,0.9457053849577215
Malmi,2021,0.48762248761041704,0.4112405691601782,0.44432690751817727,0.9459968495308538
Malmi,2022,0.49175767698742157,0.41818921756684274,0.4534628532264775,0.9303226240991447
Malmi,2023,0.4958533743527161,0.4098420681323177,0.4673037632844544,0.9052628129505833
Maunula,2018,0.5002350797804122,0.41303772575701747,0.42752261646764395,0.7890365448504985
Maunula,2019,0.5039789874730978,0.41715378414546167,0.4327449480266229,0.7886871817578037
Maunula,2020,0.5067125547660358,0.3681604656698445,0.4262468835269456,0.7707702293379489
Maunula,2021,0.5073503333666892,0.4085338257351497,0.42893908494891486,0.7917546394043783
Maunula,2022,0.5007611708298783,0.4201823393563585,0.4285301424747119,0.8021841927493808
Maunula,2023,0.49949264883414113,0.41459073005195296,0.41934299816611503,0.7875538852658339
Mellunkylä,2018,0.48086501209746485,0.31000996112394485,0.5627391037784086,0.8414169076808887
Mellunkylä,2019,0.4815949737674936,0.3095844458125,0.5616402799494351,0.8404274356417926
Mellunkylä,2020,0.4850564706335164,0.24279557861324477,0.547596517995717,0.8347934283029887
Mellunkylä,2021,0.48978983576660845,0.2746091059717051,0.5581561490404264,0.8270648318196683
Mellunkylä,2022,0.4921456551044647,0.27764905981072563,0.5520067950179799,0.8298414781906299
Mellunkylä,2023,0.4942321892227336,0.26655832798167073,0.561360931411221,0.8232333350027546
Munkkiniemi,2018,0.5102234537171346,0.5654807789641837,0.22108088081152769,0.5432360151548918
Munkkiniemi,2019,0.5102360876168713,0.5841500901171806,0.22255730842887525,0.534392984379282
Munkkiniemi,2020,0.5101710900976946,0.5464950805395304,0.22219724091874046,0.5227321466866823
Munkkiniemi,2021,0.5084071945549457,0.5865234845128743,0.22285724301304002,0.5174060708978985
Munkkiniemi,2022,0.5112494775799286,0.5766427427452293,0.22517255031067412,0.5149738551735066
Munkkiniemi,2023,0.5114047706764315,0.5682454753987508,0.2277145357857117,0.5091649694501018
Myllypuro,2018,0.50305864560573,0.4024526500373132,0.5061394302325799,0.8653616614943902
Myllypuro,2019,0.5244795245597382,0.41103592960360197,0.5049290493582714,0.851605324980423
Myllypuro,2020,0.5279218620657589,0.3659248493429844,0.5076728176638404,0.856636471051595
Myllypuro,2021,0.5325970410703253,0.4000459214093335,0.5057463662601022,0.8482177677248265
Myllypuro,2022,0.5320534796084895,0.397607477940317,0.48970195842361525,0.8451853578922824
Myllypuro,2023,0.5328979047267464,0.3924056770877968,0.48339667035040496,0.8596158406450083
Oulunkylä,2018,0.44622561316349674,0.5086754667871758,0.3055104622975177,0.8865858697149153
Oulunkylä,2019,0.4400587490505639,0.5138230900240326,0.31750499308217467,0.86392001610414
Oulunkylä,2020,0.44076528395525894,0.4703490943740038,0.3200349602354853,0.8778808127642166
Oulunkylä,2021,0.443272545131296,0.5020688936046965,0.3223729255461014,0.8829984226047596
Oulunkylä,2022,0.44332978678981116,0.5092208019492283,0.3087431621528459,0.8638620504562533
Oulunkylä,2023,0.44453169758534167,0.5092721372865148,0.30542849980146325,0.8254263367098345
Pasila,2018,0.5028760962698237,0.43907682604374365,0.35477820031839524,1.105734207513789
Pasila,2019,0.5025709729859003,0.45412243613941067,0.35022907481587734,1.1140819964349375
Pasila,2020,0.5041891910432703,0.4200668153434869,0.3290061992270267,1.0317537385900173
Pasila,2021,0.5035243846109551,0.4709974602927748,0.31334634198003786,0.9453688050538303
Pasila,2022,0.5041539690344584,0.4810402624729972,0.3029812471558094,0.8381981697696433
Pasila,2023,0.5063358351021181,0.4801510782851533,0.31212231891657827,0.7488722864392444
Pitäjänmäki,2018,0.4933452402848963,0.4246920228756594,0.3311211493231924,0.5824979680303441
Pitäjänmäki,2019,0.49974138182791816,0.4347186576472919,0.3286220215963843,0.5817729191470937
Pitäjänmäki,2020,0.5044150736384179,0.39939222694583293,0.33755731333669103,0.5893640350877194
Pitäjänmäki,2021,0.5073526147704379,0.41114077391780557,0.3395601829284768,0.5867263399192227
Pitäjänmäki,2022,0.5097463885649378,0.41786399293302245,0.32699476425671664,0.5786414038109592
Pitäjänmäki,2023,0.5131844194272321,0.4079506482446755,0.33649880813737104,0.569174564515275
Puistola,2018,0.44740278548758594,0.46660897862703365,0.4173225617247323,0.453787284144427
Puistola,2019,0.4546346215736788,0.47826658394119503,0.4231373031368506,0.4541214590799745
Puistola,2020,0.4581953589985804,0.4273088018577857,0.43094119588166746,0.4530094519809981
Puistola,2021,0.46238198616882853,0.4577892813477857,0.43487312135629963,0.45907985507965654
Puistola,2022,0.4701093599026921,0.4571339861486244,0.4345900522064062,0.46024480047765953
Puistola,2023,0.4740900855564516,0.45067416549169276,0.4428475524131644,0.45889765342064787
Pukinmäki,2018,0.4995211388355686,0.3782821404694786,0.44691045299361104,0.9331622535868425
Pukinmäki,2019,0.498597777161904,0.38857603758459297,0.4443628094162498,0.9179575444635686
Pukinmäki,2020,0.5046509656118469,0.3328657889689638,0.4430953998109871,0.9105394946505805
Pukinmäki,2021,0.5143167268224673,0.369239200392444,0.4549032399900404,0.9172208209126347
Pukinmäki,2022,0.5192588195976251,0.37339037243382994,0.4846896626603417,0.9320750320400791
Pukinmäki,2023,0.5205144415523786,0.36376401921077356,0.4862903877632965,0.9271062695561479
Reijola,2018,0.4723343691249203,0.5020579427239686,0.28745644843733487,0.6362232643257464
Reijola,2019,0.47307930712942614,0.5098075831204768,0.28501786118236544,0.6342645381984038
Reijola,2020,0.4711961317232881,0.46680874589890126,0.27676609874699487,0.6505467516519502
Reijola,2021,0.4743744438012278,0.4961925581555588,0.27691432516320585,0.663505695711815
Reijola,2022,0.47216921924907906,0.501168991677456,0.25750508985255127,0.6679274735830931
Reijola,2023,0.47489722493005104,0.5000011141386645,0.26877418668758873,0.6628336510962821
Suutarila,2018,0.44367601216413427,0.4536392064093166,0.397540591119658,0.6190807194369623
Suutarila,2019,0.4496558597103934,0.4647727041662171,0.422373732392864,0.613800827015851
Suutarila,2020,0.4588527961924809,0.40374971021338074,0.43229295308219196,0.6217820054105943
Suutarila,2021,0.46355508064994433,0.44529480949234174,0.44520650610485,0.6290835246335863
Suutarila,2022,0.4678410224780287,0.4424090669881687,0.4548361941510728,0.6261534405483786
Suutarila,2023,0.472503509693328,0.4392619564300215,0.4705710187827905,0.6173641798804262
Taka-Töölö,2018,0.4740427776449545,0.5663353611177498,0.11372313442638686,0.7637638281450991
Taka-Töölö,2019,0.473731199282334,0.5774833143377791,0.11646380682456774,0.7547349688572517
Taka-Töölö,2020,0.46164049227525306,0.519797758504269,0.11783503758323793,0.7672179868200025
Taka-Töölö,2021,0.4672552842593368,0.5647717184568676,0.12175116748558958,0.7785353700911297
Taka-Töölö,2022,0.4736930357739956,0.5570177769449167,0.10766729972800537,0.7739685850224858
Taka-Töölö,2023,0.4726217763972233,0.5506402778233827,0.10777357725853019,0.7595139110968979
Tuomarinkylä,2018,0.4731275637205142,0.6946057017207312,0.22058413551178754,0.7066220581449008
Tuomarinkylä,2019,0.4718349684052009,0.712399222224248,0.21109033464477306,0.7025693966506079
Tuomarinkylä,2020,0.4743129711795032,0.6720172581262088,0.23330994341054676,0.7016036655211912
Tuomarinkylä,2021,0.481971397225632,0.7178926149718661,0.23145055533778272,0.7050765511684126
Tuomarinkylä,2022,0.4755530377597994,0.7160879194798944,0.24219086781494018,0.708092485549133
Tuomarinkylä,2023,0.4766181419055862,0.7146497319601264,0.2524186119026692,0.7117954677513073
Ullanlinna,2018,0.5062966762136083,0.5887193743631329,0.03559664881388137,0.7353842382644932
Ullanlinna,2019,0.5041856404125022,0.5915066671398964,0.036470613416829584,0.7304305482287058
Ullanlinna,2020,0.5069833487091238,0.538146380736369,0.03639485636207724,0.7240838328170883
Ullanlinna,2021,0.5118131095881141,0.5948865978591801,0.03756364947532909,0.7306380905991233
Ullanlinna,2022,0.512415919092763,0.5796916430834778,0.03812396757582958,0.7384918355624848
Ullanlinna,2023,0.5114080496741698,0.5781660588825638,0.03831888792900879,0.734963864276673
Vallila,2018,0.4425048242922712,0.47821436988994864,0.187119502293014,0.9338951646643954
Vallila,2019,0.4461191036415739,0.4852211394738159,0.1921010235853322,0.9263101731088452
Vallila,2020,0.4158414746429395,0.44589135978061667,0.19293189351711712,0.927244673906593
Vallila,2021,0.4294109735470941,0.3765905559518429,0.19640814402291717,0.9316677598235048
Vallila,2022,0.4373599342076593,0.4586327291761135,0.1882652463317963,0.9236817214471507
Vallila,2023,0.43963469308224185,0.4575829242525292,0.1910805168591189,0.9257613461310581
Vanhakaupunki,2018,0.49380669187417636,0.49109714504235935,0.33305366558012817,0.7613564916692863
Vanhakaupunki,2019,0.49701631669249047,0.4977983230618234,0.3388605945563356,0.7701021503239398
Vanhakaupunki,2020,0.5002417690636214,0.4517934796144293,0.3439546200684852,0.7737928831023603
Vanhakaupunki,2021,0.5019914443069854,0.47698404920127596,0.3458244169547607,0.7639381752227743
Vanhakaupunki,2022,0.5042659816675231,0.4889036271077454,0.35460743461308103,0.7646617728313205
Vanhakaupunki,2023,0.506189984076591,0.4864682273880688,0.3614168615180956,0.7521642920920844
Vartiokylä,2018,0.48950930600746667,0.37818949314809336,0.44189246986608766,0.7645779529699606
Vartiokylä,2019,0.4907784385448394,0.3906320304742806,0.4404723944209623,0.763920325939339
Vartiokylä,2020,0.4925295597970918,0.3391516774576799,0.449169170306308,0.7729479662880175
Vartiokylä,2021,0.491661765644143,0.37295096651726145,0.44327692261546386,0.7803107370757421
Vartiokylä,2022,0.48667381310025154,0.3789087843446948,0.43788157541734485,0.7695640277271069
Vartiokylä,2023,0.4886577876881914,0.36185913679240916,0.44616880544618587,0.7431629013079666
Vironniemi,2018,0.49827835059905823,0.6363770697323411,0.16349655492626142,1.1025358324145533
Vironniemi,2019,0.4997891089851496,0.6386204506718736,0.165539994600371,1.0804970286331712
Vironniemi,2020,0.5030401795482708,0.5947245605700916,0.16688457536132456,1.084010840108401
Vironniemi,2021,0.506626479656344,0.620817691202549,0.17285502508511272,1.0942629357511333
Vironniemi,2022,0.5070533131523526,0.6203788627867887,0.1719373443678436,1.0782501540357363
Vironniemi,2023,0.5080154182641629,0.6126588127586104,0.17650711882495515,1.0690287110568113
Vuosaari,2018,0.4887461263381922,0.3662421844768854,0.463976423967708,0.7443149735639852
Vuosaari,2019,0.4914340409887077,0.37162752251266024,0.4696829966618076,0.7431324313243133
Vuosaari,2020,0.4924770299596589,0.31609221575667357,0.4692640793951847,0.7443340776674109
Vuosaari,2021,0.49519798169148144,0.3510249560644468,0.47007071790467014,0.7501875468867217
Vuosaari,2022,0.4986556553204722,0.35349509422295644,0.47175699871227494,0.7476153647847382
Vuosaari,2023,0.5008560080644868,0.3392169103922959,0.4694183719933312,0.7422764851928638
Östersundom,2018,0.5016422840909553,0.721526545126038,0.021771369756196694,1.3503086419753085
Östersundom,2019,0.5153840401759522,0.7110192652006743,0.0229906730305908,1.4067524115755625
Östersundom,2020,0.5149729423415452,0.6518412034777697,0.022323529614069307,1.4344262295081966
Östersundom,2021,0.5163232297095217,0.6981535672645565,0.02287824645004819,1.4510779436152572
Östersundom,2022,0.5044567597282705,0.6905476174451928,0.02283124302603376,1.4705882352941178
Östersundom,2023,0.5075350629322062,0.687220357630468,0.024016201945594996,1.5068886337543053
